year,source,zip,agesex_grp,pop
2010,Census,4110,F_70_74,38
2010,Census,4110,F_75_79,31
2010,Census,4110,F_80_84,32
2010,Census,4110,F_85_110,47
2010,Census,4110,M_00_04,21
2010,Census,4110,M_05_09,56
2010,Census,4110,M_10_14,44
2010,Census,4110,M_15_19,31
2010,Census,4110,M_20_24,12
2010,Census,4110,M_25_29,7
2010,Census,4110,M_30_34,12
2010,Census,4110,M_35_39,19
2010,Census,4110,M_40_44,38
2010,Census,4110,M_45_49,41
2010,Census,4110,M_50_54,50
2010,Census,4110,M_55_59,63
2010,Census,4110,M_60_64,74
2010,Census,4110,M_65_69,56
2010,Census,4110,M_70_74,30
2010,Census,4110,M_75_79,32
2010,Census,4110,M_80_84,15
2010,Census,4110,M_85_110,25
2010,Census,4210,F_00_04,683
2010,Census,4210,F_05_09,717
2010,Census,4210,F_10_14,662
2010,Census,4210,F_15_19,688
2010,Census,4210,F_20_24,656
2010,Census,4210,F_25_29,788
2010,Census,4210,F_30_34,758
2010,Census,4210,F_35_39,737
2010,Census,4210,F_40_44,785
2010,Census,4210,F_45_49,916
2010,Census,4210,F_50_54,879
2010,Census,4210,F_55_59,817
2010,Census,4210,F_60_64,664
2010,Census,4210,F_65_69,489
2010,Census,4210,F_70_74,378
2010,Census,4210,F_75_79,390
2010,Census,4210,F_80_84,373
2010,Census,4210,F_85_110,535
2010,Census,4210,M_00_04,733
2010,Census,4210,M_05_09,711
2010,Census,4210,M_10_14,714
2010,Census,4210,M_15_19,787
2010,Census,4210,M_20_24,719
2010,Census,4210,M_25_29,713
2010,Census,4210,M_30_34,769
2010,Census,4210,M_35_39,723
2010,Census,4210,M_40_44,756
2010,Census,4210,M_45_49,869
2010,Census,4210,M_50_54,854
2010,Census,4210,M_55_59,782
2010,Census,4210,M_60_64,650
2010,Census,4210,M_65_69,391
2010,Census,4210,M_70_74,290
2010,Census,4210,M_75_79,292
2010,Census,4210,M_80_84,197
2010,Census,4210,M_85_110,180
2010,Census,4216,F_00_04,13
2010,Census,4216,F_05_09,16
2010,Census,4216,F_10_14,17
2010,Census,4216,F_15_19,15
2010,Census,4216,F_20_24,9
2010,Census,4216,F_25_29,15
2010,Census,4216,F_30_34,13
2010,Census,4216,F_35_39,14
2010,Census,4216,F_40_44,21
2010,Census,4216,F_45_49,26
2010,Census,4216,F_50_54,28
2010,Census,4216,F_55_59,26
2010,Census,4216,F_60_64,29
2010,Census,4216,F_65_69,28
2010,Census,4216,F_70_74,16
2010,Census,4216,F_75_79,13
2010,Census,4216,F_80_84,9
2010,Census,4216,F_85_110,11
2010,Census,4216,M_00_04,10
2010,Census,4216,M_05_09,16
2010,Census,4216,M_10_14,9
2010,Census,4216,M_15_19,22
2010,Census,4216,M_20_24,7
2010,Census,4216,M_25_29,14
2010,Census,4216,M_30_34,14
2010,Census,4216,M_35_39,16
2010,Census,4216,M_40_44,23
2010,Census,4216,M_45_49,20
2010,Census,4216,M_50_54,28
2010,Census,4216,M_55_59,34
2010,Census,4216,M_60_64,28
2010,Census,4216,M_65_69,23
2010,Census,4216,M_70_74,19
2010,Census,4216,M_75_79,26
2010,Census,4216,M_80_84,10
2010,Census,4216,M_85_110,2
2010,Census,4217,F_00_04,84
2010,Census,4217,F_05_09,109
2010,Census,4217,F_10_14,106
2010,Census,4217,F_15_19,95
2010,Census,4217,F_20_24,66
2010,Census,4217,F_25_29,80
2010,Census,4217,F_30_34,86
2010,Census,4217,F_35_39,98
2010,Census,4217,F_40_44,124
2010,Census,4217,F_45_49,113
2010,Census,4217,F_50_54,157
2010,Census,4217,F_55_59,156
2010,Census,4217,F_60_64,111
2010,Census,4217,F_65_69,82
2010,Census,4217,F_70_74,63
2010,Census,4217,F_75_79,59
2010,Census,4217,F_80_84,45
2010,Census,4217,F_85_110,40
2010,Census,4217,M_00_04,93
2010,Census,4217,M_05_09,100
2010,Census,4217,M_10_14,111
2010,Census,4217,M_15_19,91
2010,Census,4217,M_20_24,87
2010,Census,4217,M_25_29,61
2010,Census,4217,M_30_34,87
2010,Census,4217,M_35_39,92
2010,Census,4217,M_40_44,148
2010,Census,4217,M_45_49,129
2010,Census,4217,M_50_54,134
2010,Census,4217,M_55_59,139
2010,Census,4217,M_60_64,121
2010,Census,4217,M_65_69,93
2010,Census,4217,M_70_74,58
2010,Census,4217,M_75_79,36
2010,Census,4217,M_80_84,39
2010,Census,4217,M_85_110,19
2010,Census,4219,F_00_04,42
2010,Census,4219,F_05_09,47
2010,Census,4219,F_10_14,34
2010,Census,4219,F_15_19,30
2010,Census,4219,F_20_24,31
2010,Census,4219,F_25_29,43
2010,Census,4219,F_30_34,38
2010,Census,4219,F_35_39,45
2010,Census,4219,F_40_44,41
2010,Census,4219,F_45_49,69
2010,Census,4219,F_50_54,65
2010,Census,4219,F_55_59,61
2010,Census,4219,F_60_64,52
2010,Census,4219,F_65_69,38
2010,Census,4219,F_70_74,35
2010,Census,4219,F_75_79,28
2010,Census,4219,F_80_84,17
2010,Census,4219,F_85_110,15
2010,Census,4219,M_00_04,21
2010,Census,4219,M_05_09,38
2010,Census,4219,M_10_14,47
2010,Census,4219,M_15_19,49
2010,Census,4219,M_20_24,25
2010,Census,4219,M_25_29,49
2010,Census,4219,M_30_34,45
2010,Census,4219,M_35_39,43
2010,Census,4219,M_40_44,48
2010,Census,4219,M_45_49,71
2010,Census,4219,M_50_54,59
2010,Census,4219,M_55_59,65
2010,Census,4219,M_60_64,62
2010,Census,4219,M_65_69,38
2010,Census,4219,M_70_74,31
2010,Census,4219,M_75_79,17
2010,Census,4219,M_80_84,21
2010,Census,4219,M_85_110,12
2010,Census,4220,F_00_04,86
2010,Census,4220,F_05_09,79
2010,Census,4220,F_10_14,106
2010,Census,4220,F_15_19,110
2010,Census,4220,F_20_24,57
2010,Census,4220,F_25_29,92
2010,Census,4220,F_30_34,96
2010,Census,4220,F_35_39,77
2010,Census,4220,F_40_44,110
2010,Census,4220,F_45_49,150
2010,Census,4220,F_50_54,148
2010,Census,4220,F_55_59,134
2010,Census,4220,F_60_64,89
2010,Census,4220,F_65_69,63
2010,Census,4220,F_70_74,35
2010,Census,4220,F_75_79,40
2010,Census,4220,F_80_84,26
2010,Census,4220,F_85_110,23
2010,Census,4220,M_00_04,97
2010,Census,4220,M_05_09,88
2010,Census,4220,M_10_14,99
2010,Census,4220,M_15_19,99
2010,Census,4220,M_20_24,85
2010,Census,4220,M_25_29,79
2010,Census,4220,M_30_34,109
2010,Census,4220,M_35_39,91
2010,Census,4220,M_40_44,98
2010,Census,4220,M_45_49,138
2010,Census,4220,M_50_54,150
2010,Census,4220,M_55_59,128
2010,Census,4220,M_60_64,107
2010,Census,4220,M_65_69,84
2010,Census,4220,M_70_74,42
2010,Census,4220,M_75_79,28
2010,Census,4220,M_80_84,17
2010,Census,4220,M_85_110,17
2010,Census,4221,F_00_04,17
2010,Census,4221,F_05_09,28
2010,Census,4221,F_10_14,31
2010,Census,4221,F_15_19,32
2010,Census,4221,F_20_24,24
2010,Census,4221,F_25_29,29
2010,Census,4221,F_30_34,20
2010,Census,4221,F_35_39,33
2010,Census,4221,F_40_44,28
2010,Census,4221,F_45_49,50
2010,Census,4221,F_50_54,50
2010,Census,4221,F_55_59,36
2010,Census,4221,F_60_64,35
2010,Census,4221,F_65_69,32
2010,Census,4221,F_70_74,27
2010,Census,4221,F_75_79,30
2010,Census,4221,F_80_84,22
2010,Census,4221,F_85_110,37
2010,Census,4221,M_00_04,23
2010,Census,4221,M_05_09,25
2010,Census,4221,M_10_14,32
2010,Census,4221,M_15_19,32
2010,Census,4221,M_20_24,22
2010,Census,4221,M_25_29,35
2010,Census,4221,M_30_34,26
2010,Census,4221,M_35_39,33
2010,Census,4221,M_40_44,35
2010,Census,4221,M_45_49,56
2010,Census,4221,M_50_54,49
2010,Census,4221,M_55_59,51
2010,Census,4221,M_60_64,36
2010,Census,4221,M_65_69,29
2010,Census,4221,M_70_74,16
2010,Census,4221,M_75_79,18
2010,Census,4221,M_80_84,7
2010,Census,4221,M_85_110,12
2010,Census,4222,F_00_04,113
2010,Census,4222,F_05_09,115
2010,Census,4222,F_10_14,110
2010,Census,4222,F_15_19,90
2010,Census,4222,F_20_24,76
2010,Census,4222,F_25_29,92
2010,Census,4222,F_30_34,126
2010,Census,4222,F_35_39,169
2010,Census,4222,F_40_44,166
2010,Census,4222,F_45_49,194
2010,Census,4222,F_50_54,189
2010,Census,4222,F_55_59,156
2010,Census,4222,F_60_64,120
2010,Census,4222,F_65_69,75
2010,Census,4222,F_70_74,48
2010,Census,4222,F_75_79,23
2010,Census,4222,F_80_84,26
2010,Census,4222,F_85_110,12
2010,Census,4222,M_00_04,114
2010,Census,4222,M_05_09,135
2010,Census,4222,M_10_14,118
2010,Census,4222,M_15_19,131
2010,Census,4222,M_20_24,69
2010,Census,4222,M_25_29,96
2010,Census,4222,M_30_34,116
2010,Census,4222,M_35_39,157
2010,Census,4222,M_40_44,195
2010,Census,4222,M_45_49,175
2010,Census,4222,M_50_54,180
2010,Census,4222,M_55_59,169
2010,Census,4222,M_60_64,120
2010,Census,4222,M_65_69,71
2010,Census,4222,M_70_74,55
2010,Census,4222,M_75_79,23
2010,Census,4222,M_80_84,12
2010,Census,4222,M_85_110,12
2010,Census,4224,F_00_04,86
2010,Census,4224,F_05_09,81
2010,Census,4224,F_10_14,123
2010,Census,4224,F_15_19,106
2010,Census,4224,F_20_24,67
2010,Census,4224,F_25_29,66
2010,Census,4224,F_30_34,80
2010,Census,4224,F_35_39,107
2010,Census,4224,F_40_44,111
2010,Census,4224,F_45_49,132
2010,Census,4224,F_50_54,124
2010,Census,4224,F_55_59,109
2010,Census,4224,F_60_64,89
2010,Census,4224,F_65_69,84
2010,Census,4224,F_70_74,56
2010,Census,4224,F_75_79,48
2010,Census,4224,F_80_84,44
2010,Census,4224,F_85_110,29
2010,Census,4224,M_00_04,82
2010,Census,4224,M_05_09,93
2010,Census,4224,M_10_14,108
2010,Census,4224,M_15_19,119
2010,Census,4224,M_20_24,75
2010,Census,4224,M_25_29,58
2010,Census,4224,M_30_34,68
2010,Census,4224,M_35_39,97
2010,Census,4224,M_40_44,115
2010,Census,4224,M_45_49,133
2010,Census,4224,M_50_54,118
2010,Census,4224,M_55_59,105
2010,Census,4224,M_60_64,116
2010,Census,4224,M_65_69,73
2010,Census,4224,M_70_74,56
2010,Census,4224,M_75_79,39
2010,Census,4224,M_80_84,26
2010,Census,4224,M_85_110,17
2010,Census,4226,F_00_04,5
2010,Census,4226,F_05_09,1
2010,Census,4226,F_10_14,3
2010,Census,4226,F_15_19,3
2010,Census,4226,F_20_24,4
2010,Census,4226,F_25_29,6
2010,Census,4226,F_30_34,1
2010,Census,4226,F_35_39,4
2010,Census,4226,F_40_44,7
2010,Census,4226,F_45_49,4
2010,Census,4226,F_50_54,11
2010,Census,4226,F_55_59,10
2010,Census,4226,F_60_64,11
2010,Census,4226,F_65_69,8
2010,Census,4226,F_70_74,3
2010,Census,4226,F_75_79,5
2010,Census,4226,F_80_84,3
2010,Census,4226,F_85_110,1
2010,Census,4226,M_00_04,3
2010,Census,4226,M_05_09,3
2010,Census,4226,M_10_14,3
2010,Census,4226,M_15_19,8
2010,Census,4226,M_20_24,2
2010,Census,4226,M_25_29,8
2010,Census,4226,M_30_34,3
2010,Census,4226,M_35_39,5
2010,Census,4226,M_40_44,8
2010,Census,4226,M_45_49,10
2010,Census,4226,M_50_54,5
2010,Census,4226,M_55_59,15
2010,Census,4226,M_60_64,7
2010,Census,4226,M_65_69,8
2010,Census,4226,M_70_74,7
2010,Census,4226,M_75_79,2
2010,Census,4226,M_80_84,3
2010,Census,4226,M_85_110,0
2010,Census,4227,F_00_04,3
2010,Census,4227,F_05_09,3
2010,Census,4227,F_10_14,4
2010,Census,4227,F_15_19,5
2010,Census,4227,F_20_24,2
2010,Census,4227,F_25_29,1
2010,Census,4227,F_30_34,2
2010,Census,4227,F_35_39,5
2010,Census,4227,F_40_44,3
2010,Census,4227,F_45_49,5
2010,Census,4227,F_50_54,4
2010,Census,4227,F_55_59,4
2010,Census,4227,F_60_64,1
2010,Census,4227,F_65_69,3
2010,Census,4227,F_70_74,0
2010,Census,4227,F_75_79,0
2010,Census,4227,F_80_84,1
2010,Census,4227,F_85_110,0
2010,Census,4227,M_00_04,2
2010,Census,4227,M_05_09,0
2010,Census,4227,M_10_14,1
2010,Census,4227,M_15_19,2
2010,Census,4227,M_20_24,3
2010,Census,4227,M_25_29,1
2010,Census,4227,M_30_34,1
2010,Census,4227,M_35_39,2
2010,Census,4227,M_40_44,1
2010,Census,4227,M_45_49,11
2010,Census,4227,M_50_54,2
2010,Census,4227,M_55_59,2
2010,Census,4227,M_60_64,2
2010,Census,4227,M_65_69,3
2010,Census,4227,M_70_74,0
2010,Census,4227,M_75_79,0
2010,Census,4227,M_80_84,0
2010,Census,4227,M_85_110,0
2010,Census,4228,F_00_04,0
2010,Census,4228,F_05_09,0
2010,Census,4228,F_10_14,0
2010,Census,4228,F_15_19,0
2010,Census,4228,F_20_24,1
2010,Census,4228,F_25_29,0
2010,Census,4228,F_30_34,0
2010,Census,4228,F_35_39,0
2010,Census,4228,F_40_44,0
2010,Census,4228,F_45_49,0
2010,Census,4228,F_50_54,0
2010,Census,4228,F_55_59,0
2010,Census,4228,F_60_64,1
2010,Census,4228,F_65_69,0
2010,Census,4228,F_70_74,0
2010,Census,4228,F_75_79,0
2010,Census,4228,F_80_84,0
2010,Census,4228,F_85_110,1
2010,Census,4228,M_00_04,0
2010,Census,4228,M_05_09,0
2010,Census,4228,M_10_14,0
2010,Census,4228,M_15_19,0
2010,Census,4228,M_20_24,0
2010,Census,4228,M_25_29,0
2010,Census,4228,M_30_34,0
2010,Census,4228,M_35_39,1
2010,Census,4228,M_40_44,0
2010,Census,4228,M_45_49,0
2010,Census,4228,M_50_54,0
2010,Census,4228,M_55_59,0
2010,Census,4228,M_60_64,2
2010,Census,4228,M_65_69,0
2010,Census,4228,M_70_74,0
2010,Census,4228,M_75_79,0
2010,Census,4228,M_80_84,0
2010,Census,4228,M_85_110,0
2010,Census,4231,F_00_04,7
2010,Census,4231,F_05_09,5
2010,Census,4231,F_10_14,5
2010,Census,4231,F_15_19,4
2010,Census,4231,F_20_24,4
2010,Census,4231,F_25_29,4
2010,Census,4231,F_30_34,4
2010,Census,4231,F_35_39,8
2010,Census,4231,F_40_44,8
2010,Census,4231,F_45_49,10
2010,Census,4231,F_50_54,13
2010,Census,4231,F_55_59,9
2010,Census,4231,F_60_64,14
2010,Census,4231,F_65_69,9
2010,Census,4231,F_70_74,1
2010,Census,4231,F_75_79,5
2010,Census,4231,F_80_84,0
2010,Census,4231,F_85_110,3
2010,Census,4231,M_00_04,4
2010,Census,4231,M_05_09,10
2010,Census,4231,M_10_14,7
2010,Census,4231,M_15_19,0
2010,Census,4231,M_20_24,5
2010,Census,4231,M_25_29,6
2010,Census,4231,M_30_34,4
2010,Census,4231,M_35_39,8
2010,Census,4231,M_40_44,12
2010,Census,4231,M_45_49,13
2010,Census,4231,M_50_54,11
2010,Census,4231,M_55_59,10
2010,Census,4231,M_60_64,14
2010,Census,4231,M_65_69,10
2010,Census,4231,M_70_74,2
2010,Census,4231,M_75_79,3
2010,Census,4231,M_80_84,1
2010,Census,4231,M_85_110,3
2010,Census,4234,F_00_04,5
2010,Census,4234,F_05_09,6
2010,Census,4234,F_10_14,8
2010,Census,4234,F_15_19,2
2010,Census,4234,F_20_24,2
2010,Census,4234,F_25_29,8
2010,Census,4234,F_30_34,6
2010,Census,4234,F_35_39,6
2010,Census,4234,F_40_44,6
2010,Census,4234,F_45_49,8
2010,Census,4234,F_50_54,7
2010,Census,4234,F_55_59,6
2010,Census,4234,F_60_64,2
2010,Census,4234,F_65_69,5
2010,Census,4234,F_70_74,4
2010,Census,4234,F_75_79,0
2010,Census,4234,F_80_84,1
2010,Census,4234,F_85_110,1
2010,Census,4234,M_00_04,7
2010,Census,4234,M_05_09,10
2010,Census,4234,M_10_14,12
2010,Census,4234,M_15_19,8
2010,Census,4234,M_20_24,1
2010,Census,4234,M_25_29,4
2010,Census,4234,M_30_34,3
2010,Census,4234,M_35_39,6
2010,Census,4234,M_40_44,4
2010,Census,4234,M_45_49,4
2010,Census,4234,M_50_54,11
2010,Census,4234,M_55_59,3
2010,Census,4234,M_60_64,1
2010,Census,4234,M_65_69,6
2010,Census,4234,M_70_74,1
2010,Census,4234,M_75_79,4
2010,Census,4234,M_80_84,0
2010,Census,4234,M_85_110,0
2010,Census,4236,F_00_04,103
2010,Census,4236,F_05_09,122
2010,Census,4236,F_10_14,140
2010,Census,4236,F_15_19,131
2010,Census,4236,F_20_24,85
2010,Census,4236,F_25_29,117
2010,Census,4236,F_30_34,112
2010,Census,4236,F_35_39,159
2010,Census,4236,F_40_44,182
2010,Census,4236,F_45_49,199
2010,Census,4236,F_50_54,194
2010,Census,4236,F_55_59,197
2010,Census,4236,F_60_64,135
2010,Census,4236,F_65_69,86
2010,Census,4236,F_70_74,63
2010,Census,4236,F_75_79,43
2010,Census,4236,F_80_84,41
2010,Census,4236,F_85_110,32
2010,Census,4236,M_00_04,115
2010,Census,4236,M_05_09,154
2010,Census,4236,M_10_14,168
2010,Census,4236,M_15_19,139
2010,Census,4236,M_20_24,97
2010,Census,4236,M_25_29,87
2010,Census,4236,M_30_34,124
2010,Census,4236,M_35_39,143
2010,Census,4236,M_40_44,164
2010,Census,4236,M_45_49,197
2010,Census,4236,M_50_54,209
2010,Census,4236,M_55_59,185
2010,Census,4236,M_60_64,161
2010,Census,4236,M_65_69,98
2010,Census,4236,M_70_74,69
2010,Census,4236,M_75_79,49
2010,Census,4236,M_80_84,34
2010,Census,4236,M_85_110,16
2010,Census,4237,F_00_04,3
2010,Census,4237,F_05_09,2
2010,Census,4237,F_10_14,10
2010,Census,4237,F_15_19,7
2010,Census,4237,F_20_24,8
2010,Census,4237,F_25_29,2
2010,Census,4237,F_30_34,6
2010,Census,4237,F_35_39,5
2010,Census,4237,F_40_44,6
2010,Census,4237,F_45_49,14
2010,Census,4237,F_50_54,8
2010,Census,4237,F_55_59,8
2010,Census,4237,F_60_64,15
2010,Census,4237,F_65_69,2
2010,Census,4237,F_70_74,8
2010,Census,4237,F_75_79,8
2010,Census,4237,F_80_84,1
2010,Census,4237,F_85_110,2
2010,Census,4237,M_00_04,2
2010,Census,4237,M_05_09,1
2010,Census,4237,M_10_14,4
2010,Census,4237,M_15_19,7
2010,Census,4237,M_20_24,7
2010,Census,4237,M_25_29,6
2010,Census,4237,M_30_34,4
2010,Census,4237,M_35_39,7
2010,Census,4237,M_40_44,8
2010,Census,4237,M_45_49,10
2010,Census,4237,M_50_54,14
2010,Census,4237,M_55_59,8
2010,Census,4237,M_60_64,14
2010,Census,4237,M_65_69,14
2010,Census,4237,M_70_74,4
2010,Census,4237,M_75_79,12
2010,Census,4237,M_80_84,1
2010,Census,4237,M_85_110,0
2010,Census,4238,F_00_04,45
2010,Census,4238,F_05_09,45
2010,Census,4238,F_10_14,47
2010,Census,4238,F_15_19,84
2010,Census,4238,F_20_24,23
2010,Census,4238,F_25_29,31
2010,Census,4238,F_30_34,50
2010,Census,4238,F_35_39,42
2010,Census,4238,F_40_44,50
2010,Census,4238,F_45_49,77
2010,Census,4238,F_50_54,35
2010,Census,4238,F_55_59,51
2010,Census,4238,F_60_64,33
2010,Census,4238,F_65_69,20
2010,Census,4238,F_70_74,11
2010,Census,4238,F_75_79,9
2010,Census,4238,F_80_84,9
2010,Census,4238,F_85_110,9
2010,Census,4238,M_00_04,48
2010,Census,4238,M_05_09,45
2010,Census,4238,M_10_14,56
2010,Census,4238,M_15_19,152
2010,Census,4238,M_20_24,28
2010,Census,4238,M_25_29,35
2010,Census,4238,M_30_34,50
2010,Census,4238,M_35_39,37
2010,Census,4238,M_40_44,46
2010,Census,4238,M_45_49,63
2010,Census,4238,M_50_54,57
2010,Census,4238,M_55_59,48
2010,Census,4238,M_60_64,38
2010,Census,4238,M_65_69,19
2010,Census,4238,M_70_74,12
2010,Census,4238,M_75_79,7
2010,Census,4238,M_80_84,2
2010,Census,4238,M_85_110,2
2010,Census,4239,F_00_04,141
2010,Census,4239,F_05_09,132
2010,Census,4239,F_10_14,151
2010,Census,4239,F_15_19,168
2010,Census,4239,F_20_24,112
2010,Census,4239,F_25_29,124
2010,Census,4239,F_30_34,140
2010,Census,4239,F_35_39,149
2010,Census,4239,F_40_44,173
2010,Census,4239,F_45_49,214
2010,Census,4239,F_50_54,200
2010,Census,4239,F_55_59,181
2010,Census,4239,F_60_64,151
2010,Census,4239,F_65_69,131
2010,Census,4239,F_70_74,105
2010,Census,4239,F_75_79,95
2010,Census,4239,F_80_84,61
2010,Census,4239,F_85_110,43
2010,Census,4239,M_00_04,153
2010,Census,4239,M_05_09,152
2010,Census,4239,M_10_14,143
2010,Census,4239,M_15_19,148
2010,Census,4239,M_20_24,134
2010,Census,4239,M_25_29,88
2010,Census,4239,M_30_34,122
2010,Census,4239,M_35_39,135
2010,Census,4239,M_40_44,186
2010,Census,4239,M_45_49,191
2010,Census,4239,M_50_54,223
2010,Census,4239,M_55_59,149
2010,Census,4239,M_60_64,148
2010,Census,4239,M_65_69,135
2010,Census,4239,M_70_74,98
2010,Census,4239,M_75_79,93
2010,Census,4239,M_80_84,49
2010,Census,4239,M_85_110,33
2010,Census,4240,F_00_04,1355
2010,Census,4240,F_05_09,1099
2010,Census,4240,F_10_14,954
2010,Census,4240,F_15_19,1310
2010,Census,4240,F_20_24,1784
2010,Census,4240,F_25_29,1260
2010,Census,4240,F_30_34,1116
2010,Census,4240,F_35_39,976
2010,Census,4240,F_40_44,1121
2010,Census,4240,F_45_49,1296
2010,Census,4240,F_50_54,1206
2010,Census,4240,F_55_59,1102
2010,Census,4240,F_60_64,1094
2010,Census,4240,F_65_69,794
2010,Census,4240,F_70_74,644
2010,Census,4240,F_75_79,699
2010,Census,4240,F_80_84,566
2010,Census,4240,F_85_110,626
2010,Census,4240,M_00_04,1290
2010,Census,4240,M_05_09,1104
2010,Census,4240,M_10_14,1022
2010,Census,4240,M_15_19,1360
2010,Census,4240,M_20_24,1529
2010,Census,4240,M_25_29,1160
2010,Census,4240,M_30_34,1012
2010,Census,4240,M_35_39,1085
2010,Census,4240,M_40_44,1126
2010,Census,4240,M_45_49,1289
2010,Census,4240,M_50_54,1216
2010,Census,4240,M_55_59,1073
2010,Census,4240,M_60_64,980
2010,Census,4240,M_65_69,699
2010,Census,4240,M_70_74,560
2010,Census,4240,M_75_79,457
2010,Census,4240,M_80_84,340
2010,Census,4240,M_85_110,288
2010,Census,4250,F_00_04,133
2010,Census,4250,F_05_09,98
2010,Census,4250,F_10_14,133
2010,Census,4250,F_15_19,143
2010,Census,4250,F_20_24,120
2010,Census,4250,F_25_29,132
2010,Census,4250,F_30_34,136
2010,Census,4250,F_35_39,153
2010,Census,4250,F_40_44,158
2010,Census,4250,F_45_49,182
2010,Census,4250,F_50_54,167
2010,Census,4250,F_55_59,131
2010,Census,4250,F_60_64,135
2010,Census,4250,F_65_69,106
2010,Census,4250,F_70_74,72
2010,Census,4250,F_75_79,52
2010,Census,4250,F_80_84,46
2010,Census,4250,F_85_110,48
2010,Census,4250,M_00_04,149
2010,Census,4250,M_05_09,123
2010,Census,4250,M_10_14,147
2010,Census,4250,M_15_19,137
2010,Census,4250,M_20_24,128
2010,Census,4250,M_25_29,121
2010,Census,4250,M_30_34,119
2010,Census,4250,M_35_39,143
2010,Census,4250,M_40_44,172
2010,Census,4250,M_45_49,171
2010,Census,4250,M_50_54,173
2010,Census,4250,M_55_59,132
2010,Census,4250,M_60_64,134
2010,Census,4250,M_65_69,78
2010,Census,4250,M_70_74,70
2010,Census,4250,M_75_79,34
2010,Census,4250,M_80_84,36
2010,Census,4250,M_85_110,16
2010,Census,4252,F_00_04,150
2010,Census,4252,F_05_09,147
2010,Census,4252,F_10_14,149
2010,Census,4252,F_15_19,156
2010,Census,4252,F_20_24,149
2010,Census,4252,F_25_29,157
2010,Census,4252,F_30_34,156
2010,Census,4252,F_35_39,182
2010,Census,4252,F_40_44,163
2010,Census,4252,F_45_49,220
2010,Census,4252,F_50_54,197
2010,Census,4252,F_55_59,158
2010,Census,4252,F_60_64,145
2010,Census,4252,F_65_69,104
2010,Census,4252,F_70_74,83
2010,Census,4252,F_75_79,59
2010,Census,4252,F_80_84,43
2010,Census,4252,F_85_110,39
2010,Census,4252,M_00_04,191
2010,Census,4252,M_05_09,145
2010,Census,4252,M_10_14,157
2010,Census,4252,M_15_19,176
2010,Census,4252,M_20_24,137
2010,Census,4252,M_25_29,158
2010,Census,4252,M_30_34,121
2010,Census,4252,M_35_39,137
2010,Census,4252,M_40_44,198
2010,Census,4252,M_45_49,173
2010,Census,4252,M_50_54,198
2010,Census,4252,M_55_59,156
2010,Census,4252,M_60_64,129
2010,Census,4252,M_65_69,92
2010,Census,4252,M_70_74,76
2010,Census,4252,M_75_79,48
2010,Census,4252,M_80_84,30
2010,Census,4252,M_85_110,20
2010,Census,4253,F_00_04,52
2010,Census,4253,F_05_09,51
2010,Census,4253,F_10_14,64
2010,Census,4253,F_15_19,57
2010,Census,4253,F_20_24,46
2010,Census,4253,F_25_29,57
2010,Census,4253,F_30_34,61
2010,Census,4253,F_35_39,52
2010,Census,4253,F_40_44,75
2010,Census,4253,F_45_49,104
2010,Census,4253,F_50_54,79
2010,Census,4253,F_55_59,82
2010,Census,4253,F_60_64,67
2010,Census,4253,F_65_69,56
2010,Census,4253,F_70_74,43
2010,Census,4253,F_75_79,37
2010,Census,4253,F_80_84,27
2010,Census,4253,F_85_110,23
2010,Census,4253,M_00_04,47
2010,Census,4253,M_05_09,58
2010,Census,4253,M_10_14,59
2010,Census,4253,M_15_19,78
2010,Census,4253,M_20_24,51
2010,Census,4253,M_25_29,54
2010,Census,4253,M_30_34,54
2010,Census,4253,M_35_39,72
2010,Census,4253,M_40_44,79
2010,Census,4253,M_45_49,104
2010,Census,4253,M_50_54,88
2010,Census,4253,M_55_59,85
2010,Census,4253,M_60_64,71
2010,Census,4253,M_65_69,54
2010,Census,4253,M_70_74,43
2010,Census,4253,M_75_79,29
2010,Census,4253,M_80_84,24
2010,Census,4253,M_85_110,12
2010,Census,4254,F_00_04,110
2010,Census,4254,F_05_09,112
2010,Census,4254,F_10_14,110
2010,Census,4254,F_15_19,103
2010,Census,4254,F_20_24,83
2010,Census,4254,F_25_29,93
2010,Census,4254,F_30_34,121
2010,Census,4254,F_35_39,103
2010,Census,4254,F_40_44,104
2010,Census,4254,F_45_49,116
2010,Census,4254,F_50_54,115
2010,Census,4254,F_55_59,98
2010,Census,4254,F_60_64,78
2010,Census,4254,F_65_69,78
2010,Census,4254,F_70_74,54
2010,Census,4254,F_75_79,57
2010,Census,4254,F_80_84,38
2010,Census,4254,F_85_110,44
2010,Census,4254,M_00_04,104
2010,Census,4254,M_05_09,112
2010,Census,4254,M_10_14,132
2010,Census,4254,M_15_19,128
2010,Census,4254,M_20_24,78
2010,Census,4254,M_25_29,78
2010,Census,4254,M_30_34,111
2010,Census,4254,M_35_39,91
2010,Census,4254,M_40_44,112
2010,Census,4254,M_45_49,126
2010,Census,4254,M_50_54,105
2010,Census,4254,M_55_59,98
2010,Census,4254,M_60_64,78
2010,Census,4254,M_65_69,64
2010,Census,4254,M_70_74,50
2010,Census,4254,M_75_79,47
2010,Census,4254,M_80_84,27
2010,Census,4254,M_85_110,23
2010,Census,4255,F_00_04,8
2010,Census,4255,F_05_09,19
2010,Census,4255,F_10_14,30
2010,Census,4255,F_15_19,33
2010,Census,4255,F_20_24,10
2010,Census,4255,F_25_29,16
2010,Census,4255,F_30_34,21
